run,draw_idx,style_delta,prop_changed,deltas_pos_bigrams_mean,deltas_lexical_mean,n_sentences
2025-12-10_16-10-25_batch_ahosa,0,-0.10238134016495924,0.8953488372093024,-3.4398976860035506,-2.224758613561402,172
2025-12-10_16-10-25_batch_ahosa,1,-0.11039232311940718,0.8953488372093024,-3.639495861300882,-2.1182134321659434,172
2025-12-10_16-10-25_batch_ahosa,2,-0.10776015538649628,0.8953488372093024,-3.272930748441144,-2.110999190097418,172
2025-12-10_16-10-25_batch_ahosa,3,-0.10472741991357945,0.8953488372093024,-4.049352602791463,-1.949341624757253,172
2025-12-10_16-10-25_batch_ahosa,4,-0.10519902138393253,0.8953488372093024,-3.1474135735759137,-2.224777517148291,172
2025-12-10_16-10-25_batch_ahosa,5,-0.11485207301517715,0.8953488372093024,-3.202598243039532,-1.9801658552440997,172
2025-12-10_16-10-25_batch_ahosa,6,-0.11398358373295163,0.8953488372093024,-3.7103661192424586,-2.12264236132475,172
2025-12-10_16-10-25_batch_ahosa,7,-0.10728918126590119,0.8953488372093024,-3.1291185452984087,-1.9549834275806233,172
2025-12-10_16-10-25_batch_ahosa,8,-0.10414365011686419,0.8953488372093024,-3.6299432232634397,-2.05868181657598,172
2025-12-10_16-10-25_batch_ahosa,9,-0.11248205024224349,0.8953488372093024,-3.7970000913961783,-2.268901845007477,172
2025-12-10_16-10-25_batch_ahosa,10,-0.11283220318827572,0.8953488372093024,-3.5758026504195737,-2.019937068903003,172
2025-12-10_16-10-25_batch_ahosa,11,-0.10626447158904856,0.8953488372093024,-3.644609273596278,-2.2521728945754194,172
2025-12-10_16-10-25_batch_ahosa,12,-0.10465700887199719,0.8953488372093024,-3.3767304115007857,-2.132546733459149,172
2025-12-10_16-10-25_batch_ahosa,13,-0.10314903992990039,0.8953488372093024,-4.034738200018306,-2.183814810596116,172
2025-12-10_16-10-25_batch_ahosa,14,-0.12147257212022158,0.8953488372093024,-3.2632009126046424,-2.004799032831004,172
2025-12-10_16-10-25_batch_ahosa,15,-0.11638480865473072,0.8953488372093024,-3.8838423171166223,-2.0237352348713573,172
2025-12-10_16-10-25_batch_ahosa,16,-0.10095200540186898,0.8953488372093024,-3.7991652458545757,-2.11611381679821,172
2025-12-10_16-10-25_batch_ahosa,17,-0.1217675772610929,0.8953488372093024,-3.064719517279678,-2.1525118714504186,172
2025-12-10_16-10-25_batch_ahosa,18,-0.11121867442921746,0.8953488372093024,-3.2921041606101054,-2.1987464020678242,172
2025-12-10_16-10-25_batch_ahosa,19,-0.11306080844248968,0.8953488372093024,-3.148214237495305,-2.120240570440359,172
2025-12-10_16-10-25_batch_ahosa,20,-0.11794410574649336,0.8953488372093024,-3.18297193026085,-1.9896800112010753,172
2025-12-10_16-10-25_batch_ahosa,21,-0.11128748108348226,0.8953488372093024,-4.396703572281076,-2.116875167984064,172
2025-12-10_16-10-25_batch_ahosa,22,-0.11315844918151537,0.8953488372093024,-2.9311323768129975,-2.176624169674573,172
2025-12-10_16-10-25_batch_ahosa,23,-0.10733268361727528,0.8953488372093024,-3.696423776598609,-1.9653532327012024,172
2025-12-10_16-10-25_batch_ahosa,24,-0.12359092564619367,0.8953488372093024,-3.120583982229893,-2.1090173157238534,172
2025-12-10_16-10-25_batch_ahosa,25,-0.10387137999851753,0.8953488372093024,-3.5590496300122663,-2.0319467373110696,172
2025-12-10_16-10-25_batch_ahosa,26,-0.11256520919266245,0.8953488372093024,-3.7503711782422053,-2.286057733585498,172
2025-12-10_16-10-25_batch_ahosa,27,-0.12018194764510601,0.8953488372093024,-3.3955507405345355,-2.1292790757963136,172
2025-12-10_16-10-25_batch_ahosa,28,-0.12082470800204953,0.8953488372093024,-3.5007890036239093,-2.009412278497098,172
2025-12-10_16-10-25_batch_ahosa,29,-0.0994961154309166,0.8953488372093024,-3.6558382046794424,-2.09763196946316,172
2025-12-10_16-10-25_batch_ahosa,30,-0.10048892764960156,0.8953488372093024,-3.5156143454774424,-2.1676854605576517,172
2025-12-10_16-10-25_batch_ahosa,31,-0.10871036695111302,0.8953488372093024,-3.5361956984864196,-1.9644098715516942,172
2025-12-10_16-10-25_batch_ahosa,32,-0.11368171440835824,0.8953488372093024,-3.8552242475490655,-1.9263128794955453,172
2025-12-10_16-10-25_batch_ahosa,33,-0.10669348317662339,0.8953488372093024,-3.4400941297742484,-2.2113253413901814,172
2025-12-10_16-10-25_batch_ahosa,34,-0.11260518848112934,0.8953488372093024,-3.1137893606207347,-2.189448011871611,172
2025-12-10_16-10-25_batch_ahosa,35,-0.11156569075356691,0.8953488372093024,-3.798815417919319,-2.2983664274738587,172
2025-12-10_16-10-25_batch_ahosa,36,-0.10812936666422839,0.8953488372093024,-3.2240724150579267,-2.1538854487154624,172
2025-12-10_16-10-25_batch_ahosa,37,-0.10950357195654253,0.8953488372093024,-3.312739652278623,-1.990107703381775,172
2025-12-10_16-10-25_batch_ahosa,38,-0.11427813300497425,0.8953488372093024,-3.544419223421954,-2.2050809213557367,172
2025-12-10_16-10-25_batch_ahosa,39,-0.11167789542510312,0.8953488372093024,-3.5010901076622067,-2.0402189218870426,172
2025-12-10_16-10-25_batch_ahosa,40,-0.11061015652940902,0.8953488372093024,-3.439179519319744,-1.9575559926290254,172
2025-12-10_16-10-25_batch_ahosa,41,-0.11222793531262767,0.8953488372093024,-3.8178905995583534,-2.1617711685858794,172
2025-12-10_16-10-25_batch_ahosa,42,-0.11509674556082644,0.8953488372093024,-3.659078583064669,-1.8646481844852663,172
2025-12-10_16-10-25_batch_ahosa,43,-0.11231146590464669,0.8953488372093024,-3.4266153397009713,-2.1702028273519027,172
2025-12-10_16-10-25_batch_ahosa,44,-0.10971175426769071,0.8953488372093024,-3.5487113688074543,-2.2552051128850144,172
2025-12-10_16-10-25_batch_ahosa,45,-0.09997762467068082,0.8953488372093024,-3.640528764716229,-2.1136644554164183,172
2025-12-10_16-10-25_batch_ahosa,46,-0.11085825606028225,0.8953488372093024,-4.003979237693478,-2.1160405851478896,172
2025-12-10_16-10-25_batch_ahosa,47,-0.11005875866373654,0.8953488372093024,-3.709790013201598,-2.084809005632984,172
2025-12-10_16-10-25_batch_ahosa,48,-0.09954931274160149,0.8953488372093024,-3.514913123068384,-2.064463184614981,172
2025-12-10_16-10-25_batch_ahosa,49,-0.11762960563418916,0.8953488372093024,-2.899322874896016,-2.3236939407472943,172
2025-12-10_16-11-45_batch_cogneuro,0,-0.05757106077306851,0.95,-1.2383424231150348,-1.2214733596285106,100
2025-12-10_16-11-45_batch_cogneuro,1,-0.0776329463586282,0.95,-3.117279242326373,-1.0227495365024672,100
2025-12-10_16-11-45_batch_cogneuro,2,-0.07181643498746101,0.95,-2.982999045280072,-0.9242853201832617,100
2025-12-10_16-11-45_batch_cogneuro,3,-0.07001103341704693,0.95,-2.2412899180268715,-1.2709408214367028,100
2025-12-10_16-11-45_batch_cogneuro,4,-0.054872499449584194,0.95,-1.2673087888897476,-0.810335151800459,100
2025-12-10_16-11-45_batch_cogneuro,5,-0.07785359120394841,0.95,-2.385648168836671,-1.345945050463797,100
2025-12-10_16-11-45_batch_cogneuro,6,-0.05865154263968805,0.95,-0.707250399682376,-1.0395725576556036,100
2025-12-10_16-11-45_batch_cogneuro,7,-0.06966508825601726,0.95,-2.048624176067928,-1.40693702707882,100
2025-12-10_16-11-45_batch_cogneuro,8,-0.054010967481671265,0.95,-1.849029734004406,-1.103480887595769,100
2025-12-10_16-11-45_batch_cogneuro,9,-0.07479719690168261,0.95,-1.9426384548821727,-0.9746286948723009,100
2025-12-10_16-11-45_batch_cogneuro,10,-0.06200879017118792,0.95,-2.059770306591478,-1.3388839193193247,100
2025-12-10_16-11-45_batch_cogneuro,11,-0.06320028882339847,0.95,-1.6361691452600298,-1.1922939248287754,100
2025-12-10_16-11-45_batch_cogneuro,12,-0.06852329271905004,0.95,-1.5836085397542137,-1.5216637879664874,100
2025-12-10_16-11-45_batch_cogneuro,13,-0.041171939482132734,0.95,-1.372486858076046,-0.9591931001682736,100
2025-12-10_16-11-45_batch_cogneuro,14,-0.06529554553911875,0.95,-1.9635557187852348,-1.1012168919193321,100
2025-12-10_16-11-45_batch_cogneuro,15,-0.06964851808057661,0.95,-1.9807564546756913,-1.3412423990977977,100
2025-12-10_16-11-45_batch_cogneuro,16,-0.03980179095682213,0.95,-1.4164836016952416,-1.1381418372337142,100
2025-12-10_16-11-45_batch_cogneuro,17,-0.0671541314640952,0.95,-2.2201956999527472,-1.1133803008032603,100
2025-12-10_16-11-45_batch_cogneuro,18,-0.06866961720926104,0.95,-2.3337659109928084,-1.4738699940560736,100
2025-12-10_16-11-45_batch_cogneuro,19,-0.06802673891875838,0.95,-2.082249056268608,-1.264626899704402,100
2025-12-10_16-11-45_batch_cogneuro,20,-0.07793072742043286,0.95,-0.9580701388266087,-1.0355154426178252,100
2025-12-10_16-11-45_batch_cogneuro,21,-0.0456684580444617,0.95,-2.5001452016432495,-1.2749950993095738,100
2025-12-10_16-11-45_batch_cogneuro,22,-0.052270587814757304,0.95,-2.754824345235709,-1.3120497308050163,100
2025-12-10_16-11-45_batch_cogneuro,23,-0.06312133581621227,0.95,-2.0097646720620737,-1.2163436492445892,100
2025-12-10_16-11-45_batch_cogneuro,24,-0.0799010928239502,0.95,-1.3760842434322063,-1.3486774104025914,100
2025-12-10_16-11-45_batch_cogneuro,25,-0.06782626861562976,0.95,-2.118475725094915,-1.379923957362939,100
2025-12-10_16-11-45_batch_cogneuro,26,-0.06610583262871456,0.95,-1.7374075947422523,-1.3984832359862216,100
2025-12-10_16-11-45_batch_cogneuro,27,-0.07422925825537512,0.95,-2.016781511567767,-1.2480476022343414,100
2025-12-10_16-11-45_batch_cogneuro,28,-0.07027014707331136,0.95,-1.3733330892240034,-1.432470983005715,100
2025-12-10_16-11-45_batch_cogneuro,29,-0.07746959130330079,0.95,-1.5455568287740062,-1.1067768474286814,100
2025-12-10_16-11-45_batch_cogneuro,30,-0.0543835131764021,0.95,-2.017713167526672,-1.2090365325681667,100
2025-12-10_16-11-45_batch_cogneuro,31,-0.07195122698442477,0.95,-1.9791652768322707,-1.4814764900715578,100
2025-12-10_16-11-45_batch_cogneuro,32,-0.06308593827896501,0.95,-2.29900169440042,-1.1901817471304073,100
2025-12-10_16-11-45_batch_cogneuro,33,-0.061740737827529785,0.95,-1.138137375959303,-0.8801707006066307,100
2025-12-10_16-11-45_batch_cogneuro,34,-0.06776309921653743,0.95,-2.232467954158995,-0.8947699749342716,100
2025-12-10_16-11-45_batch_cogneuro,35,-0.05287549687027738,0.95,-1.8749676865739722,-1.1406516944547591,100
2025-12-10_16-11-45_batch_cogneuro,36,-0.052618645624849386,0.95,-1.925799113691338,-1.3548954874158599,100
2025-12-10_16-11-45_batch_cogneuro,37,-0.0924006892607544,0.95,-2.0451299618004173,-1.3218226902074663,100
2025-12-10_16-11-45_batch_cogneuro,38,-0.053175181190706716,0.95,-1.3186906950204216,-1.0576661094877589,100
2025-12-10_16-11-45_batch_cogneuro,39,-0.05689828721384624,0.95,-1.2103662672448086,-1.1037276243989307,100
2025-12-10_16-11-45_batch_cogneuro,40,-0.08030050424493856,0.95,-2.1938066106851837,-1.0969123394478,100
2025-12-10_16-11-45_batch_cogneuro,41,-0.05115860464312407,0.95,-1.756657267585269,-1.2421974787750603,100
2025-12-10_16-11-45_batch_cogneuro,42,-0.08130492736506076,0.95,-1.5407795075759134,-1.2869898156420354,100
2025-12-10_16-11-45_batch_cogneuro,43,-0.04803507160932896,0.95,-1.7630309913243867,-0.974781294629368,100
2025-12-10_16-11-45_batch_cogneuro,44,-0.049333480675783546,0.95,-1.7850257183805802,-1.40096573870153,100
2025-12-10_16-11-45_batch_cogneuro,45,-0.054442808078813194,0.95,-0.9560470723673599,-1.0122441125636963,100
2025-12-10_16-11-45_batch_cogneuro,46,-0.07484599253304874,0.95,-1.899673910538578,-1.2134833225362065,100
2025-12-10_16-11-45_batch_cogneuro,47,-0.059193570377542644,0.95,-1.623703930202034,-1.1733989130482565,100
2025-12-10_16-11-45_batch_cogneuro,48,-0.05607877532070104,0.95,-1.338991285152514,-1.1770670614289154,100
2025-12-10_16-11-45_batch_cogneuro,49,-0.07847040324024095,0.95,-2.088811133265018,-1.1953150756247457,100
2025-12-10_16-12-45_batch_dbb,0,0.04873777224463115,0.9814814814814815,-1.7618963593873043,-0.4977877557204267,108
2025-12-10_16-12-45_batch_dbb,1,0.05321105744235771,0.9814814814814815,-1.6226292047362676,-0.4590405220372391,108
2025-12-10_16-12-45_batch_dbb,2,0.04367603387518928,0.9814814814814815,-1.3125856991365026,-0.44730442733538783,108
2025-12-10_16-12-45_batch_dbb,3,0.023099312493550864,0.9814814814814815,-2.079599638546252,-0.19077334957677822,108
2025-12-10_16-12-45_batch_dbb,4,0.036095685884466475,0.9814814814814815,-2.065107471936049,-0.66327607948327,108
2025-12-10_16-12-45_batch_dbb,5,0.022249257386107703,0.9814814814814815,-1.627191321924503,-0.29932838261478983,108
2025-12-10_16-12-45_batch_dbb,6,0.010719503335394676,0.9814814814814815,-1.9973942774751405,-0.6308751769096548,108
2025-12-10_16-12-45_batch_dbb,7,0.019703500580625435,0.9814814814814815,-2.6938824218314577,-0.6169302088567712,108
2025-12-10_16-12-45_batch_dbb,8,0.03895209574446415,0.9814814814814815,-1.8297820780677687,-0.44831117278260285,108
2025-12-10_16-12-45_batch_dbb,9,0.023037662511645643,0.9814814814814815,-2.3573713638073515,-0.3332734504755508,108
2025-12-10_16-12-45_batch_dbb,10,0.043894312962547914,0.9814814814814815,-1.9413102837264302,-0.40117065689315407,108
2025-12-10_16-12-45_batch_dbb,11,0.042253169963346576,0.9814814814814815,-1.914212688190048,-0.6033746859235848,108
2025-12-10_16-12-45_batch_dbb,12,0.023494860037361384,0.9814814814814815,-1.658662406996662,-0.4447270001454342,108
2025-12-10_16-12-45_batch_dbb,13,0.032945452356539166,0.9814814814814815,-2.1078980388629946,-0.38826112977713645,108
2025-12-10_16-12-45_batch_dbb,14,0.022234157698920225,0.9814814814814815,-2.0710788000464424,-0.46196921764888293,108
2025-12-10_16-12-45_batch_dbb,15,0.04481226008808621,0.9814814814814815,-1.5328377708568022,-0.41402122613145115,108
2025-12-10_16-12-45_batch_dbb,16,0.04068981285699282,0.9814814814814815,-2.0769540445533283,-0.5530282244952307,108
2025-12-10_16-12-45_batch_dbb,17,0.03351903344236561,0.9814814814814815,-1.704054675406584,-0.5102235165870449,108
2025-12-10_16-12-45_batch_dbb,18,0.02860584087968092,0.9814814814814815,-1.6405249400402937,-0.41593823522524676,108
2025-12-10_16-12-45_batch_dbb,19,0.050131835054764755,0.9814814814814815,-2.2300292792003114,-0.5660612731939944,108
2025-12-10_16-12-45_batch_dbb,20,0.020076384610559748,0.9814814814814815,-1.8922308924800109,-0.36987000314347274,108
2025-12-10_16-12-45_batch_dbb,21,0.039324122168009366,0.9814814814814815,-1.477225687576267,-0.2420552879932102,108
2025-12-10_16-12-45_batch_dbb,22,0.022130407784962284,0.9814814814814815,-1.1730879753769827,-0.2911120706861892,108
2025-12-10_16-12-45_batch_dbb,23,0.026626514487634107,0.9814814814814815,-2.604489460449697,-0.5442447427598854,108
2025-12-10_16-12-45_batch_dbb,24,0.02715824725717323,0.9814814814814815,-2.43913282796247,-0.2955701718790929,108
2025-12-10_16-12-45_batch_dbb,25,0.005436511507200681,0.9814814814814815,-1.1793138915972299,-0.4078016698373442,108
2025-12-10_16-12-45_batch_dbb,26,0.029893677507370393,0.9814814814814815,-1.886062818482818,-0.2792779074694995,108
2025-12-10_16-12-45_batch_dbb,27,0.019990700169695896,0.9814814814814815,-1.4947810756306983,-0.27254621510634003,108
2025-12-10_16-12-45_batch_dbb,28,0.027887929015377552,0.9814814814814815,-1.5841206869084168,-0.2222612262881202,108
2025-12-10_16-12-45_batch_dbb,29,0.022043817851824972,0.9814814814814815,-1.3950814805651874,-0.5271448649965373,108
2025-12-10_16-12-45_batch_dbb,30,0.03844834776679275,0.9814814814814815,-1.271350526539686,-0.3786987006822496,108
2025-12-10_16-12-45_batch_dbb,31,0.02982320260802935,0.9814814814814815,-1.501428641056573,-0.24054241881394534,108
2025-12-10_16-12-45_batch_dbb,32,0.01187310175445891,0.9814814814814815,-2.2910531510185197,-0.4903307734540665,108
2025-12-10_16-12-45_batch_dbb,33,0.016575924386738244,0.9814814814814815,-1.4610544306239068,-0.3036680284575202,108
2025-12-10_16-12-45_batch_dbb,34,0.02511104727156216,0.9814814814814815,-1.489953038616152,-0.41594929405582104,108
2025-12-10_16-12-45_batch_dbb,35,0.0577881659431789,0.9814814814814815,-1.4023833789615225,-0.33585668429979015,108
2025-12-10_16-12-45_batch_dbb,36,0.027254047248722952,0.9814814814814815,-1.685855862733462,-0.5955320000952018,108
2025-12-10_16-12-45_batch_dbb,37,0.024715793286684672,0.9814814814814815,-1.0520862523963206,-0.27660089518938485,108
2025-12-10_16-12-45_batch_dbb,38,0.03840700125879579,0.9814814814814815,-1.6277457067466743,-0.2572245507832039,108
2025-12-10_16-12-45_batch_dbb,39,0.0024236630203606315,0.9814814814814815,-1.7874967594959825,-0.3861701416503729,108
2025-12-10_16-12-45_batch_dbb,40,0.04249741396213436,0.9814814814814815,-2.115797873022974,-0.583229246420879,108
2025-12-10_16-12-45_batch_dbb,41,0.06674891708537117,0.9814814814814815,-2.0154620672619856,-0.3033130641702893,108
2025-12-10_16-12-45_batch_dbb,42,0.03107548641503857,0.9814814814814815,-1.87619096529086,-0.5329637758346193,108
2025-12-10_16-12-45_batch_dbb,43,0.00834618911046818,0.9814814814814815,-1.799564606591915,-0.6593900162412708,108
2025-12-10_16-12-45_batch_dbb,44,0.060873495698964095,0.9814814814814815,-1.569943112573644,-0.4478692226168816,108
2025-12-10_16-12-45_batch_dbb,45,0.03512615712735493,0.9814814814814815,-1.727081890569933,-0.43564093694112155,108
2025-12-10_16-12-45_batch_dbb,46,0.01749805532151682,0.9814814814814815,-1.5300407020073001,-0.5082259746102958,108
2025-12-10_16-12-45_batch_dbb,47,0.03838491346831003,0.9814814814814815,-2.0181897908321083,-0.3040403445626491,108
2025-12-10_16-12-45_batch_dbb,48,0.010722894216118975,0.9814814814814815,-1.8536466342210116,-0.5316739276089412,108
2025-12-10_16-12-45_batch_dbb,49,0.049755901786157346,0.9814814814814815,-1.6426609720506442,-0.14797743273851693,108
2025-12-10_16-13-37_batch_racial_capitalism,0,-0.10932522456728362,0.9702970297029703,-2.585121503248747,-3.0664522307150524,101
2025-12-10_16-13-37_batch_racial_capitalism,1,-0.1003055605996667,0.9702970297029703,-3.082238279922122,-2.994633349549089,101
2025-12-10_16-13-37_batch_racial_capitalism,2,-0.09863211704598178,0.9702970297029703,-2.9765185127366127,-3.0644476113818815,101
2025-12-10_16-13-37_batch_racial_capitalism,3,-0.08487929654214425,0.9702970297029703,-2.3269266829921436,-3.108403723421031,101
2025-12-10_16-13-37_batch_racial_capitalism,4,-0.1144592177896594,0.9702970297029703,-3.7116232118806884,-3.213907653803746,101
2025-12-10_16-13-37_batch_racial_capitalism,5,-0.09848172168145697,0.9702970297029703,-2.380560545761926,-3.3461242785300214,101
2025-12-10_16-13-37_batch_racial_capitalism,6,-0.0879026347605114,0.9702970297029703,-2.816998065162187,-2.9570333180250237,101
2025-12-10_16-13-37_batch_racial_capitalism,7,-0.11465151657763746,0.9702970297029703,-2.8605121297909366,-2.975508206232279,101
2025-12-10_16-13-37_batch_racial_capitalism,8,-0.08497133048968744,0.9702970297029703,-2.683895121236447,-3.0131593583061487,101
2025-12-10_16-13-37_batch_racial_capitalism,9,-0.07212638944470566,0.9702970297029703,-2.1778575487849405,-3.0082200104101235,101
2025-12-10_16-13-37_batch_racial_capitalism,10,-0.09018601223550009,0.9702970297029703,-2.6924426822345837,-2.950211028342441,101
2025-12-10_16-13-37_batch_racial_capitalism,11,-0.09575511479718112,0.9702970297029703,-2.5173495432020605,-2.8716725094357662,101
2025-12-10_16-13-37_batch_racial_capitalism,12,-0.09562709884879488,0.9702970297029703,-2.395703173768713,-3.32968989658404,101
2025-12-10_16-13-37_batch_racial_capitalism,13,-0.10290621396047106,0.9702970297029703,-3.191496689113827,-3.075640782554919,101
2025-12-10_16-13-37_batch_racial_capitalism,14,-0.10923737959107636,0.9702970297029703,-2.719201594395122,-3.074210573416856,101
2025-12-10_16-13-37_batch_racial_capitalism,15,-0.08987000174092873,0.9702970297029703,-2.7444000589750686,-3.051624286101169,101
2025-12-10_16-13-37_batch_racial_capitalism,16,-0.08696703020226101,0.9702970297029703,-2.670852727808331,-2.9999811926934177,101
2025-12-10_16-13-37_batch_racial_capitalism,17,-0.06748695504377573,0.9702970297029703,-2.674558420804733,-3.1981460263585415,101
2025-12-10_16-13-37_batch_racial_capitalism,18,-0.09299496307451231,0.9702970297029703,-3.2055474140675786,-2.8502684143832457,101
2025-12-10_16-13-37_batch_racial_capitalism,19,-0.0841325059066546,0.9702970297029703,-2.2716143730828136,-2.9990856243894215,101
2025-12-10_16-13-37_batch_racial_capitalism,20,-0.09290566653412341,0.9702970297029703,-3.266369391918767,-2.8555828429483534,101
2025-12-10_16-13-37_batch_racial_capitalism,21,-0.11174006902203762,0.9702970297029703,-1.7702428052944104,-2.969039503618555,101
2025-12-10_16-13-37_batch_racial_capitalism,22,-0.10603078115955325,0.9702970297029703,-2.8242443219282287,-3.1868043894557556,101
2025-12-10_16-13-37_batch_racial_capitalism,23,-0.09000241395850667,0.9702970297029703,-2.9990108603140166,-2.9450270757842656,101
2025-12-10_16-13-37_batch_racial_capitalism,24,-0.10362763949561848,0.9702970297029703,-2.05493898226758,-2.9753228448570557,101
2025-12-10_16-13-37_batch_racial_capitalism,25,-0.09528467523787289,0.9702970297029703,-2.817825447309248,-2.799104474546683,101
2025-12-10_16-13-37_batch_racial_capitalism,26,-0.07265332113098437,0.9702970297029703,-3.447355505717783,-2.76715455094874,101
2025-12-10_16-13-37_batch_racial_capitalism,27,-0.10349278922299524,0.9702970297029703,-2.737868826066814,-3.2458047269469703,101
2025-12-10_16-13-37_batch_racial_capitalism,28,-0.09450146753556145,0.9702970297029703,-2.953002751662073,-2.7488617296136386,101
2025-12-10_16-13-37_batch_racial_capitalism,29,-0.10839474297434666,0.9702970297029703,-2.8790315295950717,-3.247523489986657,101
2025-12-10_16-13-37_batch_racial_capitalism,30,-0.09637840950325904,0.9702970297029703,-3.36782656217737,-3.347898283092283,101
2025-12-10_16-13-37_batch_racial_capitalism,31,-0.1177724484919874,0.9702970297029703,-2.1213970248049203,-2.911901331593108,101
2025-12-10_16-13-37_batch_racial_capitalism,32,-0.0896582545676798,0.9702970297029703,-3.3263603952124887,-2.7579035439548747,101
2025-12-10_16-13-37_batch_racial_capitalism,33,-0.09267156110990145,0.9702970297029703,-3.2959994168397473,-3.090729100045429,101
2025-12-10_16-13-37_batch_racial_capitalism,34,-0.11327626807343927,0.9702970297029703,-2.4435119587480663,-2.932753223997144,101
2025-12-10_16-13-37_batch_racial_capitalism,35,-0.08772034528302367,0.9702970297029703,-3.419561346046946,-2.980706809435818,101
2025-12-10_16-13-37_batch_racial_capitalism,36,-0.09108282635785417,0.9702970297029703,-3.015120165435384,-3.150821035379586,101
2025-12-10_16-13-37_batch_racial_capitalism,37,-0.1004366386959745,0.9702970297029703,-2.7067332979632805,-2.782204905759932,101
2025-12-10_16-13-37_batch_racial_capitalism,38,-0.10707920831347999,0.9702970297029703,-3.161817755265271,-3.1288808024456394,101
2025-12-10_16-13-37_batch_racial_capitalism,39,-0.10104998337648337,0.9702970297029703,-2.301180056498002,-3.091785534499257,101
2025-12-10_16-13-37_batch_racial_capitalism,40,-0.1102670166194328,0.9702970297029703,-2.1610773352431285,-2.9303321748822655,101
2025-12-10_16-13-37_batch_racial_capitalism,41,-0.09812421566949366,0.9702970297029703,-3.327066327773816,-3.2463810068855152,101
2025-12-10_16-13-37_batch_racial_capitalism,42,-0.07987664913706273,0.9702970297029703,-2.8498076392638296,-2.9343962685055303,101
2025-12-10_16-13-37_batch_racial_capitalism,43,-0.0846402620141393,0.9702970297029703,-2.686600468585689,-3.310737760526917,101
2025-12-10_16-13-37_batch_racial_capitalism,44,-0.09291249939127642,0.9702970297029703,-2.185804396255591,-2.794098119639031,101
2025-12-10_16-13-37_batch_racial_capitalism,45,-0.09484294372655495,0.9702970297029703,-3.2898771794914703,-2.919560930300706,101
2025-12-10_16-13-37_batch_racial_capitalism,46,-0.1276771618231698,0.9702970297029703,-2.5745714086625497,-3.041647079721533,101
2025-12-10_16-13-37_batch_racial_capitalism,47,-0.10511266610784666,0.9702970297029703,-3.041818441550763,-3.156466611015016,101
2025-12-10_16-13-37_batch_racial_capitalism,48,-0.10665207048043424,0.9702970297029703,-2.6683114877522898,-3.017398195159225,101
2025-12-10_16-13-37_batch_racial_capitalism,49,-0.0863653642353532,0.9702970297029703,-2.4130215982988212,-2.9103840660065443,101
